Tweet,Borough,Hate Prediction,Tweet Date,Latitude,Longitude
michelle mone dido harding owen patterson ringing any bells dickhead,Islington,other,2022-12-14 08:40:04+00:00,51.5384287,-0.0999051
rublev vs coroc will be a blockbuster 👍nnget well soon frances,Richmond,racism,2022-12-14 08:21:08+00:00,51.4405529,-0.3076394377337949
snow sunrise sun snowandsun winter december londonlife babyitscoldoutside photooftheday london unιted kingdom,Camberwell,other,2022-12-14 08:10:04+00:00,51.4745706,-0.0925416
when you should be on the central line to liverpool street right now but your dick has other ideas,City of London,sexism,2022-12-14 07:58:45+00:00,51.515053699999996,-0.09311889867661148
woke idealogs have infiltrated the civil service amp the upper echelons of public life their mission to overthrow the government and install an islamic calliphate🤔,Poplar,religion,2022-12-14 07:29:16+00:00,51.5110713,-0.0144629
next book james patterson private rogue,Sutton,other,2022-12-14 06:24:17+00:00,51.3612155,-0.1921503
you and your whorey heart,Islington,sexism,2022-12-14 06:03:10+00:00,51.5384287,-0.0999051
genocidenthat racist country systematically killed black argentinians until there’s virtually none left,Barnet,other,2022-12-14 04:59:32+00:00,51.65309,-0.2002261
taiwan blasts big bully china after warplanes fly near islandn,London,racism,2022-12-14 03:27:55+00:00,36.4846239,-119.44405977174983
december th “pedestrian no one” limited edition screenprint jealous gallery nnpedestrian russellshawhiggs higgsteria memories limitededition,London,other,2022-12-14 02:51:43+00:00,36.4846239,-119.44405977174983
they must be hunted and the war will end up,Barking,racism,2022-12-14 02:08:14+00:00,51.5389922,0.0804245
wtf is with the lesbians doing yoga in wisconsin,Barnet,sexual_orientation,2022-12-14 02:01:31+00:00,51.65309,-0.2002261
you know this nshiiiiiiii he gotta beat the moroccans st,Barnet,racism,2022-12-14 01:41:21+00:00,51.65309,-0.2002261
one day youre in your s then before you know it your wife is watching you sweep frost off the plants,Croydon,sexism,2022-12-14 01:36:44+00:00,51.3713049,-0.101957
dunno ask meryl streep,Greenwich,other,2022-12-14 01:13:22+00:00,51.46862565,0.04883057313755089
cry you fucking mong,Romford,disability,2022-12-14 01:11:40+00:00,51.5760462,0.1822646
lol corrupt nypd strikes again,Paddington,other,2022-12-14 00:58:12+00:00,51.5185075,-0.1787546
i see why the plague spread here you bitches need to cover your damn mouth,London,sexism,2022-12-13 23:51:49+00:00,36.4846239,-119.44405977174983
average woman driver,Wandsworth,sexism,2022-12-13 23:46:23+00:00,51.4570271,-0.1932607
kamen rider double fang joker first transformation kamen rider double episode kamenriderdouble,Hounslow,other,2022-12-13 23:26:35+00:00,51.4686132,-0.3613471
shows how faced you really are you little twerp,Lewisham,sexism,2022-12-13 23:26:03+00:00,51.4624292,-0.0101787
what a twat you are,Camberwell,sexism,2022-12-13 22:31:21+00:00,51.4745706,-0.0925416
truly bizarre bloke,Hammersmith,other,2022-12-13 22:10:47+00:00,51.4920377,-0.2236401
translationnwe want illegal immigrants votes,Enfield,racism,2022-12-13 21:51:33+00:00,51.6520851,-0.0810175
more like woke left claptrap,Enfield,other,2022-12-13 21:38:32+00:00,51.6520851,-0.0810175
rayan is weak he’s getting chopped soon thetraitors,Camberwell,religion,2022-12-13 21:35:13+00:00,51.4745706,-0.0925416
what kind of moron are you is either a complete incompetent or a blatant liarneither way there is no crackdown on economic migrants coming across the channel in their thousandsnwe had million unwashed uneducated scroungers this year alonenenoughisenough,Ealing,racism,2022-12-13 21:27:08+00:00,51.5126553,-0.3051952
fuck you twat,Camberwell,sexism,2022-12-13 21:03:17+00:00,51.4745706,-0.0925416
argentina sweet ann cake,London,other,2022-12-13 20:32:27+00:00,36.4846239,-119.44405977174983
demon home pussy,Paddington,sexism,2022-12-13 20:32:11+00:00,51.5185075,-0.1787546
thats argentina through,Hillingdon,other,2022-12-13 20:30:30+00:00,51.542519299999995,-0.44833493117949663
castore top apparently con,Hillingdon,other,2022-12-13 20:29:13+00:00,51.542519299999995,-0.44833493117949663
phil edmonds clive radley gunner gould keeping,Greenwich,other,2022-12-13 20:25:43+00:00,51.46862565,0.04883057313755089
it’s not ‘recycling’ your clothes when men just wear the same suit 🙄,Camberwell,sexism,2022-12-13 20:18:30+00:00,51.4745706,-0.0925416
twat not the ones who were on the train with me today,London,sexism,2022-12-13 20:17:24+00:00,36.4846239,-119.44405977174983
elves are absolutely awful aren’t they starring into space and furrowing their brows for three episodes,Camberwell,sexism,2022-12-13 20:16:45+00:00,51.4745706,-0.0925416
more of her bollocks,London,sexism,2022-12-13 20:11:37+00:00,36.4846239,-119.44405977174983
no one cares about that washed rapist all muslims should be supporting morocco typical of the bengalis to side with the kuffs🥱,Enfield,religion,2022-12-13 20:00:10+00:00,51.6520851,-0.0810175
queens hospital romford am monday morning over sitting doing nothing stop talking bollocks,Romford,sexism,2022-12-13 19:53:45+00:00,51.5760462,0.1822646
fuck these coke sniffing croatian cunts fucking kurvas,Poplar,racism,2022-12-13 19:53:06+00:00,51.5110713,-0.0144629
whatnnanngoalnnalvarez argentinavscroatia arg croarg fifaworldcup qatar fifaworldcupqatar,Brent,other,2022-12-13 19:40:28+00:00,51.5639957,-0.27590641378489267
naboang na croatia wtffff,Hammersmith,other,2022-12-13 19:40:06+00:00,51.4920377,-0.2236401
wtf are these croatians doin,London,racism,2022-12-13 19:38:53+00:00,36.4846239,-119.44405977174983
messi scores nnargentina croatia nnqatar,Greenwich,other,2022-12-13 19:34:12+00:00,51.46862565,0.04883057313755089
king leo arg,Camden Town,other,2022-12-13 19:33:58+00:00,51.5423045,-0.1395604
get those wallets open boys💷🎁😈😈😈nncashapp💷💷nn£cpmasterbdsm nncashmaster findom alpha finsub paypig cashapp cashfag,London,sexual_orientation,2022-12-13 19:02:53+00:00,36.4846239,-119.44405977174983
best secret santa evernsisteractuktour,Lewisham,other,2022-12-13 18:51:39+00:00,51.4624292,-0.0101787
what the fuck portugal,Camberwell,racism,2022-12-13 18:51:14+00:00,51.4745706,-0.0925416
the stuff being said about the moroccan girl who joked about ronaldo is fucking disgusting fuck all those nasty ass people piece of shits,Brent,racism,2022-12-13 18:47:44+00:00,51.5639957,-0.27590641378489267
done deal… team croatia,Lambeth,other,2022-12-13 18:47:10+00:00,51.4952111,-0.1163354
enzo watch,Kingston upon Thames,other,2022-12-13 18:45:35+00:00,51.4096275,-0.3062621
ik donkey turned habitual tosha khana chor,Kingston upon Thames,other,2022-12-13 18:13:58+00:00,51.4096275,-0.3062621
men are literally so fucking useless,Sutton,sexism,2022-12-13 17:44:46+00:00,51.3612155,-0.1921503
leave meghan alone you twats you can both move on too there is so much happening in the world but no you wld rather discuss your best topichateyou are both shameless,Camberwell,sexism,2022-12-13 17:43:31+00:00,51.4745706,-0.0925416
sign stop deadly animal ‘brain machine’ tests at elon musk’s neuralink nnsign stop deadly animal,Bexley,other,2022-12-13 17:38:15+00:00,51.4416793,0.150488
the inevitable and shocking outcome of mass illegal immigration,Enfield,racism,2022-12-13 17:35:43+00:00,51.6520851,-0.0810175
london by night albert embankment,Lambeth,other,2022-12-13 17:23:13+00:00,51.4952111,-0.1163354
fond memories citylife london united kingdom,City of London,other,2022-12-13 16:46:44+00:00,51.515053699999996,-0.09311889867661148
we should send them back,Romford,racism,2022-12-13 16:38:23+00:00,51.5760462,0.1822646
what a sick psychopathic bitch 🤬🤬🤬,Bromley,sexism,2022-12-13 16:38:05+00:00,51.36685695,0.061709076090816765
democracy laniou nek na kounek wakh liko saaaaaaaf,Brent,other,2022-12-13 16:33:19+00:00,51.5639957,-0.27590641378489267
you are why blacks in america look at us and go “i know it smell crazy in there”,City of London,racism,2022-12-13 16:25:17+00:00,51.515053699999996,-0.09311889867661148
no one asked bitch,Kensington,sexism,2022-12-13 16:18:24+00:00,51.4989948,-0.1991229
spanish brutal death metallers bonecarver release new single thorned,Greenwich,other,2022-12-13 16:06:01+00:00,51.46862565,0.04883057313755089
c wow looks like murcia region,Romford,other,2022-12-13 15:48:54+00:00,51.5760462,0.1822646
lifts london united kingdom,City of London,other,2022-12-13 15:44:07+00:00,51.515053699999996,-0.09311889867661148
gin fags and the horses blew the farkin lot mate,Hillingdon,sexual_orientation,2022-12-13 15:43:14+00:00,51.542519299999995,-0.44833493117949663
replying to active patriotthe french have the right ideathe illegals dont deserve the treatment the british government are giving them🤬🇬🇧,Romford,racism,2022-12-13 15:36:59+00:00,51.5760462,0.1822646
labour desperate to keep votes from illegal immigrantsnof course its different at their party conferences where id is mandatory to get in well they wouldnt want any to turn up there would they,Enfield,racism,2022-12-13 15:32:09+00:00,51.6520851,-0.0810175
stupid fucking prick,Lambeth,sexism,2022-12-13 15:21:28+00:00,51.4952111,-0.1163354
says ones off descending off immigrants😏 nob,Barnet,racism,2022-12-13 15:06:17+00:00,51.65309,-0.2002261
narrow head stream new singlevideo gearhead,Greenwich,other,2022-12-13 15:05:27+00:00,51.46862565,0.04883057313755089
nope def rats,Camden Town,other,2022-12-13 14:42:29+00:00,51.5423045,-0.1395604
soundbite politics mouth no tousers,Paddington,other,2022-12-13 14:37:31+00:00,51.5185075,-0.1787546
cat looks like hitler godwinslaw,Islington,sexism,2022-12-13 14:19:48+00:00,51.5384287,-0.0999051
frank lampard pmsl,City of London,other,2022-12-13 14:01:12+00:00,51.515053699999996,-0.09311889867661148
dont mean to scare the hoes but i would do anything ta obot emme rn,Ealing,sexism,2022-12-13 13:52:42+00:00,51.5126553,-0.3051952
foodie london united kingdom,City of London,other,2022-12-13 13:50:42+00:00,51.515053699999996,-0.09311889867661148
lunch time london united kingdom,City of London,other,2022-12-13 13:47:51+00:00,51.515053699999996,-0.09311889867661148
rest chill london united kingdom,City of London,other,2022-12-13 13:45:07+00:00,51.515053699999996,-0.09311889867661148
first get your grammar right bitch,Islington,sexism,2022-12-13 13:41:45+00:00,51.5384287,-0.0999051
nowe should look after our homeless not migrants,Hounslow,racism,2022-12-13 13:38:49+00:00,51.4686132,-0.3613471
religion kills and prisons everything that it cannot kill outright repent before your delusions will lead you onto the edge of the abyss to insanity for good measure,Kingston upon Thames,religion,2022-12-13 13:23:40+00:00,51.4096275,-0.3062621
plus french fancies,Barnet,other,2022-12-13 13:20:12+00:00,51.65309,-0.2002261
how are you actually going to stop them arriving by dinghies they need to be removed immediately,Hounslow,racism,2022-12-13 13:08:44+00:00,51.4686132,-0.3613471
watching croatia x argentina tonight like,Islington,other,2022-12-13 13:07:39+00:00,51.5384287,-0.0999051
chobemoremi national parks botswana dec,Croydon,other,2022-12-13 13:03:14+00:00,51.3713049,-0.101957
abegg share,Hackney,religion,2022-12-13 13:01:53+00:00,51.5432402,-0.0493621
has stephen fry forgotten the long ques in scottish towns at food banks we cannot take any more migrants we have far too many homless already 🤬🤬🤬,Hounslow,racism,2022-12-13 13:01:21+00:00,51.4686132,-0.3613471
england,Hackney,other,2022-12-13 13:00:22+00:00,51.5432402,-0.0493621
kruger national park south africa july,Croydon,other,2022-12-13 12:59:37+00:00,51.3713049,-0.101957
pound fark eder,Enfield,other,2022-12-13 12:58:16+00:00,51.6520851,-0.0810175
strikes snow workingfromhome ⛄️⛄️ tuesday winter guyswithbeards blueeyes fitguy,Bexley,other,2022-12-13 12:48:33+00:00,51.4416793,0.150488
aiyepe xmas party london united kingdom,City of London,other,2022-12-13 12:48:14+00:00,51.515053699999996,-0.09311889867661148
are these illegal migrants going to be allowed to stay what about our own homless not good enough that migrants get preferential treatment 🤬🤬🤬,Hounslow,racism,2022-12-13 12:41:33+00:00,51.4686132,-0.3613471
saw andy c at fabric and learned not to go full retard again 👍🏼,Camberwell,other,2022-12-13 12:40:57+00:00,51.4745706,-0.0925416
guess whos back ruinartchampagne ruinartblancdeblanc levieuxcomptoir marylebonevillage le vieux comptoir,Paddington,other,2022-12-13 12:38:40+00:00,51.5185075,-0.1787546
i bet you wouldn’t bring up the women’s team winnning that mickey mouse cup in any other scenario,Paddington,sexism,2022-12-13 12:06:47+00:00,51.5185075,-0.1787546
jomhoorie eslami was for us some stupid people not larijani that planned to destroy iran,Paddington,religion,2022-12-13 11:40:00+00:00,51.5185075,-0.1787546
just all round cunty behaviour tbh,Sutton,sexism,2022-12-13 11:36:11+00:00,51.3612155,-0.1921503
such salient points there “worlds biggest pub argument” nail head,Camden Town,other,2022-12-13 11:22:04+00:00,51.5423045,-0.1395604
the rest of the world is kinda tired with you americans exporting your toxic sludge all over the world and then pretending nothing’s wrongnn,Poplar,racism,2022-12-13 11:13:48+00:00,51.5110713,-0.0144629
yer racist la,Romford,other,2022-12-13 10:38:43+00:00,51.5760462,0.1822646
richard should lay of the cocaine rantingtwat fakejournalist,Poplar,other,2022-12-13 10:14:38+00:00,51.5110713,-0.0144629
vanishing point nlondon crossrail elizabethline tfl uk,City of London,other,2022-12-13 10:14:15+00:00,51.515053699999996,-0.09311889867661148
irish indiepunks new pagans announce uk headline tour,Greenwich,other,2022-12-13 10:03:12+00:00,51.46862565,0.04883057313755089
thats a funny way to spell cunt,Bromley,sexism,2022-12-13 09:50:56+00:00,51.36685695,0.061709076090816765
you nasty little englander,Enfield,racism,2022-12-13 09:32:16+00:00,51.6520851,-0.0810175
someone irrelevant chatting shit meh,Ealing,other,2022-12-13 09:31:23+00:00,51.5126553,-0.3051952
collectible russian zorki cnncollectibles analoguephotography mm antique mr cad photographic,London,other,2022-12-13 09:17:57+00:00,36.4846239,-119.44405977174983
okay muppet,London,other,2022-12-13 08:48:54+00:00,36.4846239,-119.44405977174983
footballncricketnfivesnbeing europeannnot being european,Wandsworth,other,2022-12-13 08:36:32+00:00,51.4570271,-0.1932607
paid troll,Paddington,disability,2022-12-13 08:04:46+00:00,51.5185075,-0.1787546
woke uk,Enfield,other,2022-12-13 07:55:09+00:00,51.6520851,-0.0810175
phat cakes,Islington,sexism,2022-12-13 07:43:07+00:00,51.5384287,-0.0999051
anele ndoda or whatever is that annoying attention seeking fat girl that nobody likes for shit,Islington,sexism,2022-12-13 07:00:05+00:00,51.5384287,-0.0999051
