text,Borough,hate_pred,date,latitude,longitude
fuck you putin,Islington,racism,2022-11-15 17:15:45+00:00,51.5384287,-0.0999051
 matt did not kill people   the chinese  wef  and the americans did  by developing covid in a wuhan lab ,Camberwell,racism,2022-11-15 17:02:47+00:00,51.4745706,-0.0925416
   because power resides in violence  men are more capable at violence ,Lambeth,sexism,2022-11-15 16:38:47+00:00,51.4952111,-0.1163354
   it s your ideology that s poison to humanity  n ndo what i say otherwise you will be killed  converted  expelled or taxed   and we will go to heaven but not you ,Hillingdon,religion,2022-11-15 16:24:04+00:00,51.542519299999995,-0.44833493117949663
absolutely stupid         ,Romford,disability,2022-11-15 16:22:14+00:00,51.5760462,0.1822646
 women will get rid of them,Lambeth,sexism,2022-11-15 14:16:49+00:00,51.4952111,-0.1163354
ye olde glue sniffing cat killin nigga,Islington,racism,2022-11-15 12:00:54+00:00,51.5384287,-0.0999051
     bitches be crazyyyyy,Croydon,sexism,2022-11-15 11:20:20+00:00,51.3713049,-0.101957
 stupid man ,Paddington,sexism,2022-11-15 10:19:10+00:00,51.5154795,-0.175365
   seeing the china are about to invade  and kill everybody  it might not be that great an investment ,Paddington,racism,2022-11-15 08:57:05+00:00,51.5154795,-0.175365
  exit kahanists   practising jews will tell you ,Camden Town,religion,2022-11-15 00:40:44+00:00,51.5423045,-0.1395604
  have you ever seen any man complaining over paying or bills ,Camberwell,sexism,2022-11-15 00:07:45+00:00,51.4745706,-0.0925416
 twat,Lewisham,sexism,2022-11-15 00:03:50+00:00,51.4624292,-0.0101787
  men has destined to be responsible  but not same with women  men can never complain of feeding his family but women can   men can marry unemployed lady as wife  taking care of her for many years without a single complain ,Camberwell,sexism,2022-11-14 23:52:53+00:00,51.4745706,-0.0925416
 is there no end to your wisdom  actually  men playing ice hockey have three periods in each game ,Richmond,sexism,2022-11-14 22:14:59+00:00,51.4613531,-0.3032767
 sack him idiot,Wandsworth,disability,2022-11-14 22:09:23+00:00,51.4570271,-0.1932607
us transferred emissions to china    ,Poplar,racism,2022-11-14 21:32:57+00:00,51.5110713,-0.0144629
 stupid fucking cunt,London,sexism,2022-11-14 19:19:21+00:00,51.5073359,-0.12765
  definitely dumb   ,Lambeth,disability,2022-11-14 18:59:57+00:00,51.4952111,-0.1163354
 since women can obviously do everything else ,Lambeth,sexism,2022-11-14 17:44:28+00:00,51.4952111,-0.1163354
random but who makes nice gardening gloves in women s sizes  ty ,Lambeth,sexism,2022-11-14 16:58:46+00:00,51.4952111,-0.1163354
 men  next question ,Lambeth,sexism,2022-11-14 16:26:56+00:00,51.4952111,-0.1163354
 men with periods    ,Hackney,sexism,2022-11-14 15:56:34+00:00,51.5432402,-0.0493621
   concentration levels of the man are something to be admired,City of London,sexism,2022-11-14 15:51:09+00:00,51.5156177,-0.0919983
 pretentious twat ,Camberwell,sexism,2022-11-14 15:05:35+00:00,51.4745706,-0.0925416
disgusting and depraved  the free world must chase these reprobates to the gates of hell as that is where they shall reside   sw pdo,London,religion,2022-11-14 13:51:38+00:00,51.5073359,-0.12765
why can t women ever let me eat in peace  smh,London,sexism,2022-11-14 13:21:50+00:00,51.5073359,-0.12765
  these type of ladies always want to depend on  men for survival   they are very useless  ,Hillingdon,sexism,2022-11-14 11:27:30+00:00,51.542519299999995,-0.44833493117949663
there s no stronger relationship then a girl with her comfort character,Camberwell,sexism,2022-11-14 10:56:28+00:00,51.4745706,-0.0925416
   morality comes from man ,Lewisham,sexism,2022-11-14 10:13:53+00:00,51.4624292,-0.0101787
 we often don t see the things in our own faces that others see  used to think i had a big nose but then some female friends told me no it s petite  amp  feminine ,Camberwell,sexism,2022-11-14 09:59:12+00:00,51.4745706,-0.0925416
 that s what mums do,Richmond,sexism,2022-11-14 09:46:23+00:00,51.4613531,-0.3032767
 the woman has no shame      ,Bromley,sexism,2022-11-14 09:46:05+00:00,51.4028046,0.0148142
  cunt mate,Camden Town,sexism,2022-11-14 07:18:51+00:00,51.5423045,-0.1395604
nigeria is a theater of jokes  where absolutely everything goes  don t be deceived by their onomatopoeic laws  amp  regulations borrowed from their colonial masters  those are just ceremonial  they are governed by a heuristic rule of the thumb  orchestrated by their greedy oligarchs   sykci,Croydon,racism,2022-11-14 06:52:35+00:00,51.3713049,-0.101957
    bit sexist ,Islington,sexism,2022-11-14 06:34:04+00:00,51.5384287,-0.0999051
 i agree  if you were a woman you wouldn t have such an inflated opinion of yourself ,Wandsworth,sexism,2022-11-14 05:36:02+00:00,51.4570271,-0.1932607
  is this the argument to abolish female sports altogether ,Poplar,sexism,2022-11-14 01:12:21+00:00,51.5110713,-0.0144629
is it possible to retire from being a womaniser ,Hounslow,sexism,2022-11-14 00:40:46+00:00,51.4686132,-0.3613471
and serving wicked cunt at that   ,Poplar,sexism,2022-11-13 23:43:02+00:00,51.5110713,-0.0144629
 do girl stuff,Barnet,sexism,2022-11-13 21:45:14+00:00,51.65309,-0.2002261
i fucking hate snakes  i don t care what people say  they re horrible   n nit s the way they move   n nand yes i ve held one  still hate the fuckers   n n#imaceleb,Lambeth,racism,2022-11-13 21:26:40+00:00,51.4952111,-0.1163354
 damn gal,Hillingdon,sexism,2022-11-13 19:53:23+00:00,51.542519299999995,-0.44833493117949663
 it s da wife that s responsible,Hillingdon,sexism,2022-11-13 19:39:18+00:00,51.542519299999995,-0.44833493117949663
shut up idiot  ,Romford,disability,2022-11-13 18:39:29+00:00,51.5760462,0.1822646
   pussies be calling anything gaslighting  i just held a mirror to your sad faces  n ngo on then  prove me wrong n ncan you post your stunning selves   ,Hackney,sexism,2022-11-13 16:40:46+00:00,51.5432402,-0.0493621
twat  #spaniel #cockerspaniel  london  united kingdom  ,City of London,sexism,2022-11-13 13:26:52+00:00,51.5156177,-0.0919983
    i went to a girls state school in camden and the idea of calling anyone by their surname would have been laughed out of the school  warwick on the other hand  ,Poplar,sexism,2022-11-13 12:04:38+00:00,51.5110713,-0.0144629
 smart men are often sh theads ,Lambeth,sexism,2022-11-13 11:42:10+00:00,51.4952111,-0.1163354
  us exports most of their garage to china and asia  china banned us garbage since ,Paddington,racism,2022-11-12 23:01:10+00:00,51.5154795,-0.175365
twat handcock looks like a minion  #imacelebrity #imaceleb #imaceleb    ,Bromley,sexism,2022-11-12 21:21:59+00:00,51.4028046,0.0148142
 cunts,Hillingdon,sexism,2022-11-12 20:48:38+00:00,51.542519299999995,-0.44833493117949663
  you can t kick a man when he s down,Barnet,sexism,2022-11-12 18:24:46+00:00,51.65309,-0.2002261
is ass donation a thing bc me and my gf agree i got way too much cake for a guy,Lewisham,sexism,2022-11-12 18:04:30+00:00,51.4624292,-0.0101787
           these are punishable  please take action to uphold the prestige of the nation  do not leave it to cji ,Hounslow,racism,2022-11-12 18:02:55+00:00,51.4686132,-0.3613471
 no way a woman builds an entire planet in just a week ,Camberwell,sexism,2022-11-12 17:17:59+00:00,51.4745706,-0.0925416
why do women get #alzheimer s more than men  study offers clue #dementia #women  ,Camden Town,sexism,2022-11-12 17:00:45+00:00,51.5423045,-0.1395604
     shouldn t inclusive feminists include men  if not  why not  serious question ,Lambeth,sexism,2022-11-12 16:43:44+00:00,51.4952111,-0.1163354
  we should never have given votes to women  they are irrational   emotionally unable to have a scientific argument   they just attack and they never have any actual solutions ,Camberwell,sexism,2022-11-12 16:15:45+00:00,51.4745706,-0.0925416
  it s my general rule that any man that uses the word  females  should never be left alone with one ,Camberwell,sexism,2022-11-12 15:46:21+00:00,51.4745706,-0.0925416
 don t put all the blame on mat hancock nthe chinese had a lot to do with it with there dirty eating habits or have you for goten that nand what about monkey pox that s down to  neating habits  nmat made mistakes  it s called for giveniss,Hackney,racism,2022-11-12 14:57:21+00:00,51.5432402,-0.0493621
  wow  isn t the standard markup      nexcept on chinese manufactured goods when it s anything they can get away with ,Bromley,racism,2022-11-12 14:01:44+00:00,51.4028046,0.0148142
  forgiveness  and          ndisgusting that #imacelebritygetmeoutofhere gives the #tory vermin  the opportunity to wash the blood of         uk #covid   dead off his hands and pays him for the opportunity ,Hackney,religion,2022-11-12 13:45:50+00:00,51.5432402,-0.0493621
 it is the difference between science and technology  china thanks s good st craftsmanship  not innovation ,City of London,racism,2022-11-12 13:32:06+00:00,51.5156177,-0.0919983
 war crime  idiot   n ,Lambeth,disability,2022-11-12 08:03:28+00:00,51.4952111,-0.1163354
 landlord twat ,Camberwell,sexism,2022-11-11 23:40:11+00:00,51.4745706,-0.0925416
how come  so much of womens clothing doesn t have functional pockets  inside pockets on jackets for a start ,Barnet,sexism,2022-11-11 22:53:55+00:00,51.65309,-0.2002261
i think bavette is a really pretty name for a girl ,Islington,sexism,2022-11-11 21:56:36+00:00,51.5384287,-0.0999051
i genuinely can t take female commentators and presenters on everything  ,Camberwell,sexism,2022-11-11 20:28:32+00:00,51.4745706,-0.0925416
the fuck do these mfs smoke   ,Lambeth,racism,2022-11-11 19:29:27+00:00,51.4952111,-0.1163354
penis twat,Lambeth,sexism,2022-11-11 16:03:48+00:00,51.4952111,-0.1163354
women at work talking about how girls clothes are too revealing these days and i m just sat there like   ,Wandsworth,sexism,2022-11-11 13:06:12+00:00,51.4570271,-0.1932607
henry shitcunt dogfuckerman,Lambeth,sexism,2022-11-11 11:07:34+00:00,51.4952111,-0.1163354
mechanic  the fucking rats are back nme  i d noticed nmechanic  fuckers ate my lemon cream biscuits nme  bastards nmechanic  and left footprints on my printer paper nme  fuckers nmechanic  but none in the trap today nme  maybe they ve gone nmechanic  or got diabetes and died nme   ,London,racism,2022-11-11 10:21:37+00:00,51.5073359,-0.12765
 english twat      ,Barnet,sexism,2022-11-11 07:26:40+00:00,51.65309,-0.2002261
da fucks wrong with russia  imagine sending someone to the gulag for carrying some weed vapes  smh,Wandsworth,racism,2022-11-10 20:00:06+00:00,51.4570271,-0.1932607
just saw a neon sign reading  act like a lady think like a queen ,Wandsworth,sexism,2022-11-10 19:38:06+00:00,51.4570271,-0.1932607
 ignorant twat ,Croydon,sexism,2022-11-10 18:50:55+00:00,51.3713049,-0.101957
 stage right  actor lawrence slap silly twat ,Richmond,sexism,2022-11-10 16:58:17+00:00,51.4613531,-0.3032767
 put femi on please,Barnet,sexism,2022-11-10 13:34:58+00:00,51.65309,-0.2002261
 a lovely twat   ,Islington,sexism,2022-11-10 13:26:59+00:00,51.5384287,-0.0999051
 quat,Camberwell,sexism,2022-11-10 12:33:07+00:00,51.4745706,-0.0925416
classless moron   skji,Richmond,disability,2022-11-10 11:59:40+00:00,51.4613531,-0.3032767
i hope russia will suffer repercussions for years to come for this barbaric war they threw against ukraine ,Lambeth,racism,2022-11-10 10:28:18+00:00,51.4952111,-0.1163354
 she should honestly just go back,Richmond,sexism,2022-11-09 20:06:20+00:00,51.4613531,-0.3032767
wild accusation  and all because    bn chinese all refused the option of buying a third rate pillow from a raving maniac   s   t co holyugvogw,London,racism,2022-11-09 18:55:15+00:00,51.5073359,-0.12765
some of the gals on here make me feel poorly,Wandsworth,sexism,2022-11-09 18:35:22+00:00,51.4570271,-0.1932607
you understand that men actually are more desperate for papers and do crazier things for papers than women     sllswtu,Croydon,sexism,2022-11-09 18:17:41+00:00,51.3713049,-0.101957
 you f off and stop this stupid cult,Camberwell,religion,2022-11-09 18:13:57+00:00,51.4745706,-0.0925416
  twat,Hackney,sexism,2022-11-09 15:12:26+00:00,51.5432402,-0.0493621
 what are enormous twat,London,sexism,2022-11-09 12:57:15+00:00,51.5073359,-0.12765
 when man stop being so moist  narguing and bickering with females  nwho raised these man    ,Barnet,sexism,2022-11-09 12:38:33+00:00,51.65309,-0.2002261
third world are begging for a trillion dollar reparations deal  this must be the biggest scam in history  ask china  amp  india to cough up some lolly too  ,Poplar,racism,2022-11-09 09:39:36+00:00,51.5110713,-0.0144629
 stupid woman   shoot her down,Romford,sexism,2022-11-09 09:06:22+00:00,51.5760462,0.1822646
      n nthanks steve  let s be blunt  tik tok is used by the ccp to spy on unaware users  this is a major violation of their rights to privacy  we re boycotting tik tok to hopefully convince the ccp to stop their erroneous spying tactics n    ,City of London,racism,2022-11-09 08:23:31+00:00,51.5156177,-0.0919983
   owing to the  sickness  of my mind  i ll not waste a second watching the  in this human rights challenged  despot ruled  third world asian country  nor ever purchase anything  from any of the sponsors  join me  please  boycott qatar ,Hammersmith,racism,2022-11-09 07:54:49+00:00,51.4920377,-0.2236401
why women should lift weights  n nbecause it s sexy ,Camberwell,sexism,2022-11-09 07:38:54+00:00,51.4745706,-0.0925416
 very smart  ,Croydon,disability,2022-11-09 00:38:41+00:00,51.3713049,-0.101957
when comes to dating i ll take a queen over a  masculine guy  any day  y all are good for sex but toxic af  n ,London,sexism,2022-11-08 19:45:14+00:00,51.5073359,-0.12765
alexa  define  useful idiot    ,London,disability,2022-11-08 19:38:48+00:00,51.5073359,-0.12765
men are scaryyyyyy  ,Wandsworth,sexism,2022-11-08 19:20:20+00:00,51.4570271,-0.1932607
those fuckers want to kill you    ,Lambeth,racism,2022-11-08 18:26:40+00:00,51.4952111,-0.1163354
